Transaccion_ID, SKU_ID   , Fecha_Venta, Cantidad_Vendida, Precio_Venta_Final, Costo_Envio, Tiempo_Entrega_Real, Estado_Envio, Ciudad_Destino, Canal_Venta, Feedback_ID, Rating_Producto, Rating_Logistica, Comentario_Texto, Recomienda_Marca, Ticket_Soporte_Abierto, Edad_Cliente, Satisfaccion_NPS, Categoria  , Stock_Actual, Costo_Unitario_USD, Punto_Reorden, Lead_Time_Dias, Bodega_Origen, Ultima_Revision, Rating_Servicio
TRX-14555     , PROD-1320, 2025-09-20 ,                2,             138.3 ,       26.02,                  28, En Camino   , Bogotá        , Físico     , FB-10911   ,               4,                2, Excelente       , SI              , No                    ,           59, 24.3            , Tablets    , 1335.0      ,             438.85,           224,             27, OCCIDENTE    , 2024-11-02     ,             1.6
TRX-14558     , PROD-1827, 2025-02-01 ,                8,            1893.44,       28.45,                  18, Perdido     , Bucaramanga   , Físico     , FB-10913   ,               3,                5, Dañado          , NO              , Sí                    ,           58, -65.0           , Tablets    , 542.0       ,             182.56,           144,             27, OCCIDENTE    , 2024-05-01     ,             3.0
TRX-14560     , PROD-1605, 2025-08-12 ,               12,             690.65,       52.36,                  20, Retrasado   , Medellín      , App        , FB-10521   ,               4,                2, Lento           , SI              , Sí                    ,           23, -46.6           , Smartphones, 1461.0      ,             833.4 ,           219,             10, ZONA_FRANCA  , 2025-06-25     ,             1.6
TRX-14560     , PROD-1605, 2025-08-12 ,               12,             690.65,       52.36,                  20, Retrasado   , Medellín      , App        , FB-11487   ,               1,                1, Excelente       , NO              , No                    ,           60, 79.9            , Smartphones, 1461.0      ,             833.4 ,           219,             10, ZONA_FRANCA  , 2025-06-25     ,             0.2
TRX-14562     , PROD-2056, 2024-12-20 ,                6,            1672.67,       60.25,                   4, Perdido     , Medellín      , Físico     , FB-8948    ,               1,                5, Lento           , NO              , No                    ,           59, 94.2            , Tablets    , 476.0       ,             210.38,           118,             27, SUR          , 2025-05-02     ,             1.0
TRX-14562     , PROD-2056, 2024-12-20 ,                6,            1672.67,       60.25,                   4, Perdido     , Medellín      , Físico     , FB-10210   ,               1,                4, Excelente       , NO              , Sí                    ,           76, 14.8            , Tablets    , 476.0       ,             210.38,           118,             27, SUR          , 2025-05-02     ,             0.8
TRX-14562     , PROD-2056, 2024-12-20 ,                6,            1672.67,       60.25,                   4, Perdido     , Medellín      , Físico     , FB-11304   ,               5,                1, Excelente       , NO              , Sí                    ,           50, 54.0            , Tablets    , 476.0       ,             210.38,           118,             27, SUR          , 2025-05-02     ,             1.0
TRX-14563     , PROD-2309, 2025-03-02 ,                4,            1761.88,       26.48,                  19, Retrasado   , Barranquilla  , App        , FB-9370    ,               3,                2, Lento           , SI              , Sí                    ,           27, 53.3            , Accesorios , 348.0       ,             149.24,           140,              0, SUR          , 2025-06-12     ,             1.2
TRX-14565     , PROD-1274, 2025-11-04 ,               12,             381.35,       21.5 ,                   2, Retrasado   , Bogotá        , Físico     , FB-10829   ,               2,                2, No volvería     , SI              , No                    ,           78, -94.8           , Laptops    , 893.0       ,             107.12,           269,              0, OCCIDENTE    , 2025-06-13     ,             0.8
TRX-14572     , PROD-2131, 2025-06-15 ,                6,              52.51,       52.36,                   6, Devuelto    , Cali          , App        , FB-11767   ,               5,                5, No volvería     , SI              , No                    ,           60, 14.8            , Tablets    , 405.0       ,            1368.34,           203,              5, ZONA_FRANCA  , 2025-03-30     ,             5.0
TRX-14573     , PROD-3128, 2025-01-13 ,               14,            1224.18,       80.92,                  20, Perdido     , Medellín      , App        , FB-8868    ,               3,                3, Excelente       , MAYBE           , No                    ,           29, -37.0           , Smartphones, 1455.0      ,             458.14,           227,              3, OCCIDENTE    , 2024-12-13     ,             1.8
TRX-14578     , PROD-3406, 2025-05-21 ,                7,             534.54,       35.87,                   2, Retrasado   , Ventas_Web    , Online     , FB-8218    ,               3,                3, Lento           , SI              , No                    ,           79, 23.9            , Laptops    , 259.0       ,            1175.0 ,           208,             10, SUR          , 2024-10-06     ,             1.8
TRX-14578     , PROD-3406, 2025-05-21 ,                7,             534.54,       35.87,                   2, Retrasado   , Ventas_Web    , Online     , FB-9264    ,               4,                2, Excelente       , NO              , No                    ,           74, -57.0           , Laptops    , 259.0       ,            1175.0 ,           208,             10, SUR          , 2024-10-06     ,             1.6
TRX-14582     , PROD-2697, 2025-01-02 ,                5,            1887.58,       53.33,                  27, Entregado   , Bogotá        , App        , FB-10054   ,               1,                3, Lento           , SI              , Sí                    ,           55, -86.8           , Smartphones, 812.0       ,             428.23,           210,              3, SUR          , 2025-08-23     ,             0.6
TRX-14583     , PROD-1612, 2025-02-09 ,                8,            1311.53,       96.2 ,                  21, Entregado   , Medellín      , App        , FB-11740   ,               4,                5, Dañado          , NO              , Sí                    ,           39, -26.1           , Accesorios , 471.0       ,             269.6 ,           196,             10, ZONA_FRANCA  , 2024-11-19     ,             4.0
TRX-14588     , PROD-1410, 2024-10-17 ,               13,             504.02,       79.44,                  27, Devuelto    , Ventas_Web    , Online     , FB-8561    ,               4,                1, Excelente       , NO              , No                    ,           84, -45.5           , Smartphones, 235.0       ,             724.74,           234,              5, SUR          , 2024-07-10     ,             0.8
TRX-14589     , PROD-1432, 2025-12-31 ,                7,             391.78,       74.56,                   8, Entregado   , Medellín      , Online     , FB-10450   ,               2,                5, Excelente       , MAYBE           , Sí                    ,           41, -41.7           , Monitores  , 1392.0      ,             639.56,           276,             27, ZONA_FRANCA  , 2025-02-24     ,             2.0
TRX-14590     , PROD-3304, 2025-12-03 ,                3,             324.72,       86.66,                  29, Retrasado   , Bogotá        , App        , FB-9916    ,               3,                2, No volvería     , NO              , No                    ,           23, 18.3            , Laptops    , 893.0       ,            1242.85,           277,             27, NORTE        , 2025-10-11     ,             1.2
TRX-14593     , PROD-3193, 2025-08-17 ,                3,            1279.3 ,       48.6 ,                  18, Perdido     , Barranquilla  , App        , FB-9319    ,               1,                3, Dañado          , SI              , No                    ,           32, 6.1             , Laptops    , 315.0       ,             699.72,           118,             27, ZONA_FRANCA  , 2025-09-30     ,             0.6
TRX-14596     , PROD-2081, 2025-04-04 ,               13,              21.78,       52.36,                   7, Perdido     , Cali          , App        , FB-9902    ,               3,                1, Excelente       , NO              , Sí                    ,           42, 95.8            , Monitores  , 211.0       ,            1293.42,           243,              5, NORTE        , 2024-07-20     ,             0.6
TRX-14596     , PROD-2081, 2025-04-04 ,               13,              21.78,       52.36,                   7, Perdido     , Cali          , App        , FB-11017   ,               4,                2, Excelente       , SI              , No                    ,           37, -12.5           , Monitores  , 211.0       ,            1293.42,           243,              5, NORTE        , 2024-07-20     ,             1.6
TRX-14599     , PROD-2988, 2025-08-11 ,                7,             960.52,       19.01,                  29, Entregado   , Ventas_Web    , App        , FB-8278    ,               5,                4, Excelente       , SI              , No                    ,           53, 45.3            , Smartphones, 957.0       ,             505.53,           249,             10, BOD-EXT-99   , 2026-01-23     ,             4.0
TRX-14605     , PROD-2128, 2025-09-21 ,                8,             671.73,       29.98,                  29, Devuelto    , Barranquilla  , Online     , FB-10841   ,               4,                4, No volvería     , SI              , No                    ,           64, 71.9            , Laptops    , -50.0       ,             792.08,           153,              3, SUR          , 2025-05-31     ,             3.2
TRX-14606     , PROD-2650, 2025-03-24 ,                6,             712.73,       43.56,                  14, Retrasado   , Medellín      , Físico     , FB-8268    ,               1,                5, Excelente       , NO              , No                    ,           57, 8.2             , Smartphones,             ,            1419.83,           212,              5, OCCIDENTE    , 2025-08-24     ,             1.0
TRX-14606     , PROD-2650, 2025-03-24 ,                6,             712.73,       43.56,                  14, Retrasado   , Medellín      , Físico     , FB-9859    ,               1,                5, Lento           , SI              , Sí                    ,           72, 25.3            , Smartphones,             ,            1419.83,           212,              5, OCCIDENTE    , 2025-08-24     ,             1.0
TRX-14609     , PROD-3493, 2024-10-30 ,               13,            1866.13,       17.44,                  19, Perdido     , Ventas_Web    , Físico     , FB-8206    ,               4,                1, Precio justo    , NO              , No                    ,           35, -9.1            , Accesorios , 1241.0      ,             336.65,           146,              0, ZONA_FRANCA  , 2025-01-07     ,             0.8
TRX-14617     , PROD-1973, 2025-11-27 ,               14,             433.73,       30.65,                  14, En Camino   , Bucaramanga   , App        , FB-8663    ,               2,                1, Excelente       , SI              , No                    ,           37, 31.1            , Smartphones, 898.0       ,             324.33,           198,              5, NORTE        , 2026-01-17     ,             0.4
TRX-14617     , PROD-1973, 2025-11-27 ,               14,             433.73,       30.65,                  14, En Camino   , Bucaramanga   , App        , FB-10171   ,               4,                2, Excelente       , NO              , Sí                    ,           34, 98.8            , Smartphones, 898.0       ,             324.33,           198,              5, NORTE        , 2026-01-17     ,             1.6
TRX-14617     , PROD-1973, 2025-11-27 ,               14,             433.73,       30.65,                  14, En Camino   , Bucaramanga   , App        , FB-8857    ,               4,                3, No volvería     , MAYBE           , No                    ,           61, 3.8             , Smartphones, 898.0       ,             324.33,           198,              5, NORTE        , 2026-01-17     ,             2.4
TRX-14620     , PROD-2100, 2025-04-10 ,                7,             685.32,       52.36,                  20, Devuelto    , Bogotá        , App        , FB-9644    ,               3,                1, Lento           , NO              , Sí                    ,           41, 15.4            , Smartphones,             ,             596.46,           255,             27, SUR          , 2025-07-14     ,             0.6
TRX-14621     , PROD-2525, 2024-11-03 ,                5,             462.84,       25.8 ,                  25, Retrasado   , Bucaramanga   , App        , FB-10090   ,               1,                5, No volvería     , NO              , Sí                    ,           38, -2.0            , Smartphones,             ,            1424.14,           105,              5, OCCIDENTE    , 2025-04-29     ,             1.0
TRX-14623     , PROD-2383, 2025-02-16 ,                6,              19.26,       77.51,                   5, Perdido     , Bucaramanga   , Online     , FB-9850    ,               2,                3, Excelente       , NO              , Sí                    ,           65, -38.4           , Accesorios , 923.0       ,            1384.78,           132,              0, OCCIDENTE    , 2025-03-18     ,             1.2
TRX-14623     , PROD-2383, 2025-02-16 ,                6,              19.26,       77.51,                   5, Perdido     , Bucaramanga   , Online     , FB-10357   ,               4,                1, No volvería     , SI              , No                    ,           19, -54.2           , Accesorios , 923.0       ,            1384.78,           132,              0, OCCIDENTE    , 2025-03-18     ,             0.8
TRX-14626     , PROD-2148, 2025-04-03 ,                6,             181.89,       84.03,                  29, Perdido     , Cali          , Físico     , FB-9422    ,               5,                4, Excelente       , SI              , No                    ,           28, -89.6           , Smartphones, 1724.0      ,             275.87,           193,              0, OCCIDENTE    , 2025-06-06     ,             4.0
TRX-14626     , PROD-2148, 2025-04-03 ,                6,             181.89,       84.03,                  29, Perdido     , Cali          , Físico     , FB-10385   ,               1,                2, Excelente       , SI              , No                    ,           37, 24.2            , Smartphones, 1724.0      ,             275.87,           193,              0, OCCIDENTE    , 2025-06-06     ,             0.4
TRX-14627     , PROD-3013, 2025-07-17 ,                2,             183.1 ,       88.76,                  14, Retrasado   , Cali          , Online     , FB-10766   ,               4,                2, Precio justo    , NO              , No                    ,           19, -0.2            , Smartphones, 263.0       ,            1476.93,           284,              5, OCCIDENTE    , 2025-06-19     ,             1.6
TRX-14630     , PROD-1402, 2025-01-06 ,               10,             298.59,       63.21,                   9, Retrasado   , Barranquilla  , Físico     , FB-11704   ,               4,                5, Dañado          , NO              , Sí                    ,           81, 1.7             , Smartphones, 1629.0      ,             928.7 ,           133,              0, NORTE        , 2025-03-09     ,             4.0
TRX-14630     , PROD-1402, 2025-01-06 ,               10,             298.59,       63.21,                   9, Retrasado   , Barranquilla  , Físico     , FB-9872    ,               3,                4, Precio justo    , MAYBE           , Sí                    ,           51, -55.4           , Smartphones, 1629.0      ,             928.7 ,           133,              0, NORTE        , 2025-03-09     ,             2.4
TRX-14636     , PROD-2103, 2024-10-30 ,               12,             854.71,       21.59,                  12, En Camino   , Medellín      , Físico     , FB-11271   ,               4,                4, Precio justo    , MAYBE           , No                    ,           71, 96.5            , Laptops    , 504.0       ,             764.79,           292,              3, OCCIDENTE    , 2024-06-08     ,             3.2
TRX-14638     , PROD-2707, 2025-01-08 ,               11,            1831.51,       65.54,                  24, Perdido     , Bogotá        , App        , FB-11904   ,               4,                3, No volvería     , NO              , No                    ,           39, 21.3            , Laptops    , 1588.0      ,            1308.57,           130,             27, NORTE        , 2024-11-26     ,             2.4
TRX-14638     , PROD-2707, 2025-01-08 ,               11,            1831.51,       65.54,                  24, Perdido     , Bogotá        , App        , FB-9717    ,               2,                5, Precio justo    , SI              , Sí                    ,           34, -9.2            , Laptops    , 1588.0      ,            1308.57,           130,             27, NORTE        , 2024-11-26     ,             2.0
TRX-14641     , PROD-1365, 2024-12-05 ,                4,            1619.02,       41.7 ,                  18, En Camino   , Bogotá        , App        , FB-11285   ,               1,                5, Excelente       , NO              , No                    ,           25, 34.7            , Smartphones, 955.0       ,            1404.93,           225,              5, ZONA_FRANCA  , 2024-10-31     ,             1.0
TRX-14643     , PROD-2809, 2025-09-23 ,                9,             231.99,       53.3 ,                   5, En Camino   , Bucaramanga   , Online     , FB-9384    ,               2,                5, Lento           , MAYBE           , Sí                    ,           69, 34.3            , Tablets    , 400.0       ,             737.93,           285,             27, NORTE        , 2025-07-18     ,             2.0
TRX-14643     , PROD-2809, 2025-09-23 ,                9,             231.99,       53.3 ,                   5, En Camino   , Bucaramanga   , Online     , FB-11453   ,               1,                2, Excelente       , NO              , No                    ,           29, 36.2            , Tablets    , 400.0       ,             737.93,           285,             27, NORTE        , 2025-07-18     ,             0.4
TRX-14644     , PROD-1865, 2025-08-23 ,               12,            1947.79,       52.36,                  18, Retrasado   , Bogotá        , Físico     , FB-8031    ,               3,                4, Excelente       , SI              , Sí                    ,           81, -50.3           , Laptops    , 1227.0      ,            1402.49,           188,             10, NORTE        , 2025-08-14     ,             2.4
TRX-14646     , PROD-2984, 2025-11-03 ,                7,             552.46,       64.29,                   6, En Camino   , Medellín      , Físico     , FB-10680   ,               2,                3, Excelente       , SI              , Sí                    ,           34, -24.6           , Laptops    , 1727.0      ,            1133.9 ,           189,             27, NORTE        , 2026-01-29     ,             1.2
TRX-14646     , PROD-2984, 2025-11-03 ,                7,             552.46,       64.29,                   6, En Camino   , Medellín      , Físico     , FB-10904   ,               5,                3, Excelente       , MAYBE           , No                    ,           52, 22.9            , Laptops    , 1727.0      ,            1133.9 ,           189,             27, NORTE        , 2026-01-29     ,             3.0
TRX-14650     , PROD-3110, 2025-06-03 ,               14,             589.44,       71.71,                   8, Retrasado   , Ventas_Web    , App        , FB-8748    ,               1,                3, Excelente       , MAYBE           , No                    ,           19, -74.3           , Accesorios , 1933.0      ,            1202.91,           224,              0, NORTE        , 2025-01-26     ,             0.6
TRX-14656     , PROD-2652, 2024-10-26 ,                3,            1292.67,       52.36,                  19, Perdido     , Cali          , App        , FB-8483    ,               2,                5, Dañado          , MAYBE           , Sí                    ,           66, 28.2            , Tablets    , 103.0       ,             877.74,           117,              3, BOD-EXT-99   , 2024-07-10     ,             2.0
TRX-14659     , PROD-3329, 2025-08-13 ,                7,            1176.84,        9.12,                  25, Retrasado   , Ventas_Web    , App        , FB-10943   ,               5,                4, Precio justo    , SI              , Sí                    ,           61, -42.8           , Tablets    , 513.0       ,             709.69,           109,             10, BOD-EXT-99   , 2024-07-29     ,             4.0
TRX-14659     , PROD-3329, 2025-08-13 ,                7,            1176.84,        9.12,                  25, Retrasado   , Ventas_Web    , App        , FB-10970   ,               3,                2, Precio justo    , NO              , No                    ,           71, -8.4            , Tablets    , 513.0       ,             709.69,           109,             10, BOD-EXT-99   , 2024-07-29     ,             1.2
TRX-14666     , PROD-1135, 2026-01-01 ,                1,            1150.92,       54.09,                  21, Perdido     , Medellín      , Físico     , FB-11855   ,               1,                1, Excelente       , NO              , Sí                    ,           24, -50.6           , Monitores  , 324.0       ,             558.69,           226,             27, SUR          , 2025-04-01     ,             0.2
TRX-14667     , PROD-2869, 2025-05-12 ,               13,            1931.14,       89.17,                  13, Devuelto    , Medellín      , App        , FB-9811    ,               3,                4, Excelente       , SI              , No                    ,           59, 99.1            , Tablets    , 1107.0      ,            1260.71,           184,              5, SUR          , 2025-05-28     ,             2.4
TRX-14669     , PROD-2476, 2025-09-07 ,                3,             925.75,       87.36,                  29, Perdido     , Bogotá        , Online     , FB-10644   ,               3,                1, Excelente       , MAYBE           , Sí                    ,           24, 25.6            , Smartphones, 346.0       ,             108.48,           167,              3, BOD-EXT-99   , 2024-07-19     ,             0.6
TRX-14673     , PROD-2508, 2025-10-27 ,                1,            1684.48,       68.25,                   6, Entregado   , Medellín      , Online     , FB-10466   ,               5,                5, Lento           , SI              , No                    ,           29, 74.8            , Smartphones, 624.0       ,            1397.64,           130,              5, NORTE        , 2026-01-16     ,             5.0
TRX-14674     , PROD-2901, 2025-03-26 ,                5,            1343.69,       44.59,                  11, En Camino   , Medellín      , Online     , FB-9914    ,               3,                3, Lento           , SI              , No                    ,           29, -11.5           , Monitores  , 567.0       ,             669.0 ,           110,              5, SUR          , 2024-03-18     ,             1.8
TRX-14675     , PROD-3068, 2026-01-16 ,                8,            1286.66,        8.98,                  10, Perdido     , Medellín      , Online     , FB-8120    ,               3,                2, Lento           , MAYBE           , No                    ,           19, 10.8            , Tablets    , 805.0       ,            1182.01,           196,             10, SUR          , 2026-01-01     ,             1.2
TRX-14675     , PROD-3068, 2026-01-16 ,                8,            1286.66,        8.98,                  10, Perdido     , Medellín      , Online     , FB-9056    ,               5,                3, Excelente       , SI              , No                    ,           61, -76.0           , Tablets    , 805.0       ,            1182.01,           196,             10, SUR          , 2026-01-01     ,             3.0
TRX-14683     , PROD-3002, 2024-12-06 ,                9,             326.17,       47.55,                  16, Retrasado   , Barranquilla  , Online     , FB-9701    ,               5,                3, Lento           , MAYBE           , No                    ,           73, -29.2           , Laptops    , 226.0       ,            1372.09,           128,             27, BOD-EXT-99   , 2024-04-22     ,             3.0
TRX-14687     , PROD-2943, 2026-01-15 ,               10,            1747.03,       57.43,                  26, Perdido     , Bucaramanga   , Online     , FB-11546   ,               4,                1, Excelente       , SI              , No                    ,           61, -90.9           , Laptops    , 1623.0      ,             842.39,           181,             10, ZONA_FRANCA  , 2025-04-19     ,             0.8
TRX-14696     , PROD-2167, 2024-12-22 ,                1,            1797.86,       54.19,                  12, Entregado   , Bucaramanga   , Online     , FB-10468   ,               4,                1, Dañado          , SI              , No                    ,           68, -20.2           , Laptops    , 578.0       ,            1174.09,           147,             27, OCCIDENTE    , 2024-11-01     ,             0.8
TRX-14698     , PROD-2583, 2025-08-20 ,               12,             857.9 ,       37.99,                   4, Retrasado   , Bogotá        , Online     , FB-10303   ,               2,                4, Excelente       , NO              , Sí                    ,           24, 39.4            , Smartphones, 1066.0      ,            1293.89,           166,              5, NORTE        , 2024-07-02     ,             1.6
TRX-14699     , PROD-1203, 2025-02-19 ,               10,            1944.13,       54.67,                  10, Devuelto    , Bogotá        , Físico     , FB-9682    ,               1,                2, Excelente       , SI              , No                    ,           38, -37.5           , Laptops    , 1611.0      ,             963.24,           119,              5, ZONA_FRANCA  , 2026-01-19     ,             0.4
TRX-14699     , PROD-1203, 2025-02-19 ,               10,            1944.13,       54.67,                  10, Devuelto    , Bogotá        , Físico     , FB-10162   ,               1,                3, Excelente       , MAYBE           , Sí                    ,           64, -1.2            , Laptops    , 1611.0      ,             963.24,           119,              5, ZONA_FRANCA  , 2026-01-19     ,             0.6
TRX-14700     , PROD-1667, 2025-09-17 ,                5,            1655.26,       26.7 ,                  28, Devuelto    , Medellín      , Online     , FB-11992   ,               1,                3, Dañado          , NO              , No                    ,           82, 33.2            , Accesorios , 823.0       ,             650.5 ,           204,              5, NORTE        , 2024-04-05     ,             0.6
TRX-14702     , PROD-1877, 2026-01-20 ,                7,            1021.95,        9.92,                  29, Retrasado   , Bogotá        , Online     , FB-10190   ,               3,                1, Excelente       , SI              , Sí                    ,           63, -63.6           , Tablets    , -43.0       ,            1325.64,           141,              5, NORTE        , 2025-04-09     ,             0.6
TRX-14716     , PROD-1541, 2025-12-12 ,               12,            1537.59,       52.36,                  20, Perdido     , Bogotá        , Online     , FB-11008   ,               4,                1, No volvería     , MAYBE           , Sí                    ,           29, -74.2           , Tablets    , 132.0       ,             578.99,           169,             27, ZONA_FRANCA  , 2024-12-07     ,             0.8
TRX-14718     , PROD-1709, 2024-12-27 ,                4,             371.12,       56.46,                  23, Retrasado   , Bogotá        , Online     , FB-11142   ,               3,                3, Excelente       , SI              , Sí                    ,           69, 48.9            , Smartphones, 1082.0      ,            1421.66,           142,              5, SUR          , 2024-10-13     ,             1.8
TRX-14718     , PROD-1709, 2024-12-27 ,                4,             371.12,       56.46,                  23, Retrasado   , Bogotá        , Online     , FB-11144   ,               2,                1, Excelente       , NO              , No                    ,           28, 6.3             , Smartphones, 1082.0      ,            1421.66,           142,              5, SUR          , 2024-10-13     ,             0.4
TRX-14719     , PROD-3462, 2025-09-18 ,                8,             939.79,       61.92,                   6, Devuelto    , Bucaramanga   , Físico     , FB-11605   ,               1,                4, Excelente       , SI              , No                    ,           63, 46.3            , Smartphones, 671.0       ,             756.69,           175,              3, BOD-EXT-99   , 2024-06-20     ,             0.8
TRX-14722     , PROD-2033, 2025-11-02 ,               14,            1838.7 ,       57.58,                  17, Retrasado   , Cali          , App        , FB-11264   ,               4,                4, Excelente       , SI              , No                    ,           40, -29.1           , Laptops    , 1643.0      ,             681.13,           120,              0, SUR          , 2025-10-18     ,             3.2
TRX-14724     , PROD-2251, 2025-03-24 ,               14,            1326.05,       79.78,                  13, Entregado   , Ventas_Web    , Online     , FB-9186    ,               3,                1, Excelente       , MAYBE           , Sí                    ,           31, 62.2            , Laptops    , 17.0        ,            1368.85,           187,              5, SUR          , 2025-07-22     ,             0.6
TRX-14742     , PROD-1419, 2025-05-26 ,               11,             996.12,       91.22,                  21, Retrasado   , Medellín      , App        , FB-9849    ,               1,                1, No volvería     , SI              , No                    ,           27, 27.0            , Laptops    , 430.0       ,             479.1 ,           207,             10, BOD-EXT-99   , 2024-05-06     ,             0.2
TRX-14742     , PROD-1419, 2025-05-26 ,               11,             996.12,       91.22,                  21, Retrasado   , Medellín      , App        , FB-11439   ,               5,                4, Dañado          , NO              , Sí                    ,           34, -6.2            , Laptops    , 430.0       ,             479.1 ,           207,             10, BOD-EXT-99   , 2024-05-06     ,             4.0
TRX-14744     , PROD-3095, 2025-02-04 ,                4,            1901.75,       79.62,                  17, Devuelto    , Ventas_Web    , App        , FB-8013    ,               4,                2, Lento           , SI              , No                    ,           29, -90.7           , Smartphones, 608.0       ,             995.81,           186,              5, NORTE        , 2024-04-05     ,             1.6
TRX-14747     , PROD-3299, 2024-10-13 ,                3,             555.35,       82.69,                  18, Retrasado   , Cali          , Online     , FB-11259   ,               2,                2, Excelente       , SI              , No                    ,           26, -69.5           , Tablets    , 925.0       ,             257.44,           199,              0, ZONA_FRANCA  , 2024-10-22     ,             0.8
TRX-14749     , PROD-3432, 2025-02-27 ,                6,            1002.5 ,        5.82,                  27, Devuelto    , Medellín      , Físico     , FB-10661   ,               1,                1, Excelente       , MAYBE           , Sí                    ,           48, 56.4            , Tablets    , 1228.0      ,            1484.23,           299,              3, ZONA_FRANCA  , 2025-02-24     ,             0.2
TRX-14749     , PROD-3432, 2025-02-27 ,                6,            1002.5 ,        5.82,                  27, Devuelto    , Medellín      , Físico     , FB-11599   ,               4,                4, No volvería     , MAYBE           , No                    ,           81, -67.4           , Tablets    , 1228.0      ,            1484.23,           299,              3, ZONA_FRANCA  , 2025-02-24     ,             3.2
TRX-14751     , PROD-2157, 2024-09-30 ,               11,            1036.96,       76.5 ,                  19, En Camino   , Cali          , Físico     , FB-11438   ,               4,                1, Excelente       , SI              , Sí                    ,           65, 41.7            , Laptops    , 151.0       ,             560.87,           279,              3, SUR          , 2024-11-11     ,             0.8
TRX-14752     , PROD-2222, 2026-01-07 ,                5,            1341.89,       52.36,                  11, Perdido     , Ventas_Web    , Físico     , FB-9746    ,               2,                1, Excelente       , MAYBE           , Sí                    ,           59, 63.4            , Laptops    , 1004.0      ,             348.4 ,           158,             10, OCCIDENTE    , 2025-04-13     ,             0.4
TRX-14754     , PROD-1442, 2025-06-08 ,                7,            1423.21,       43.52,                  14, Retrasado   , Barranquilla  , Físico     , FB-9610    ,               3,                5, Lento           , MAYBE           , No                    ,           81, 36.0            , Laptops    , 1402.0      ,            1421.59,           133,              5, SUR          , 2025-11-14     ,             3.0
TRX-14754     , PROD-1442, 2025-06-08 ,                7,            1423.21,       43.52,                  14, Retrasado   , Barranquilla  , Físico     , FB-11639   ,               1,                5, No volvería     , MAYBE           , Sí                    ,           50, 50.7            , Laptops    , 1402.0      ,            1421.59,           133,              5, SUR          , 2025-11-14     ,             1.0
TRX-14760     , PROD-2331, 2024-11-03 ,                8,            1058.92,       33.04,                  10, Perdido     , Bogotá        , Físico     , FB-8502    ,               4,                2, Excelente       , NO              , Sí                    ,           28, 85.1            , Laptops    , 1674.0      ,             110.17,           267,              0, SUR          , 2025-05-20     ,             1.6
TRX-14760     , PROD-2331, 2024-11-03 ,                8,            1058.92,       33.04,                  10, Perdido     , Bogotá        , Físico     , FB-11377   ,               5,                4, Precio justo    , NO              , Sí                    ,           27, -66.0           , Laptops    , 1674.0      ,             110.17,           267,              0, SUR          , 2025-05-20     ,             4.0
TRX-14762     , PROD-2069, 2025-01-12 ,                1,            1514.74,       64.28,                   6, Retrasado   , Ventas_Web    , App        , FB-10489   ,               4,                3, Excelente       , NO              , No                    ,           27, -59.4           , Monitores  , 1379.0      ,            1299.1 ,           121,             10, SUR          , 2025-07-29     ,             2.4
TRX-14762     , PROD-2069, 2025-01-12 ,                1,            1514.74,       64.28,                   6, Retrasado   , Ventas_Web    , App        , FB-11182   ,               1,                1, Lento           , MAYBE           , Sí                    ,           57, -9.4            , Monitores  , 1379.0      ,            1299.1 ,           121,             10, SUR          , 2025-07-29     ,             0.2
TRX-14766     , PROD-2223, 2026-02-01 ,                1,             124.81,       47.78,                  18, Perdido     , Medellín      , App        , FB-9174    ,               2,                3, Lento           , MAYBE           , No                    ,           45, 52.8            , Smartphones, 1598.0      ,            1125.27,           276,             10, NORTE        , 2024-07-29     ,             1.2
TRX-14767     , PROD-1771, 2025-07-25 ,                6,            1022.66,       87.74,                   6, Retrasado   , Medellín      , Físico     , FB-9342    ,               1,                2, Excelente       , SI              , No                    ,           22, 96.6            , Monitores  , 1801.0      ,            1053.47,           281,             27, SUR          , 2025-08-13     ,             0.4
TRX-14768     , PROD-1614, 2024-10-22 ,               11,            1129.61,       37.13,                  21, En Camino   , Bogotá        , Online     , FB-8446    ,               3,                4, Lento           , MAYBE           , No                    ,           55, 98.6            , Laptops    , 885.0       ,             913.74,           178,              3, ZONA_FRANCA  , 2025-11-08     ,             2.4
TRX-14769     , PROD-3118, 2025-12-27 ,                6,            1393.65,       74.02,                  15, Retrasado   , Cali          , Online     , FB-8751    ,               1,                2, Precio justo    , SI              , Sí                    ,           27, -92.5           , Laptops    , 1805.0      ,            1233.14,           120,              5, ZONA_FRANCA  , 2025-12-20     ,             0.4
TRX-14769     , PROD-3118, 2025-12-27 ,                6,            1393.65,       74.02,                  15, Retrasado   , Cali          , Online     , FB-9438    ,               5,                1, Precio justo    , SI              , Sí                    ,           59, -85.7           , Laptops    , 1805.0      ,            1233.14,           120,              5, ZONA_FRANCA  , 2025-12-20     ,             1.0
TRX-14771     , PROD-1232, 2025-01-16 ,                4,             972.05,       19.46,                   6, Retrasado   , Bogotá        , Online     , FB-8808    ,               3,                5, Dañado          , SI              , No                    ,           46, -12.8           , Accesorios , 1277.0      ,             551.42,           279,              0, SUR          , 2025-07-03     ,             3.0
